yr,mnth,hr,holiday,weekday,workingday,temp,atemp,hum,windspeed,cnt,mnth_sin,mnth_cos,hr_sin,hr_cos,weathersit_1,weathersit_2,weathersit_3,season_2,season_3,season_4
1,6,2,0,4,1,0.62,0.6212,0.53,0.2537,9,1.2246467991473532e-16,-1.0,0.49999999999999994,0.8660254037844387,False,True,False,True,False,False
0,7,5,1,1,0,0.64,0.5758,0.83,0.1343,4,-0.4999999999999997,-0.8660254037844388,0.9659258262890683,0.25881904510252074,False,True,False,False,True,False
1,2,18,0,4,1,0.34,0.3333,0.87,0.1343,353,0.8660254037844386,0.5000000000000001,-1.0,-1.8369701987210297e-16,False,False,True,False,False,False
1,1,19,0,4,1,0.4,0.4091,0.76,0.1045,313,0.49999999999999994,0.8660254037844387,-0.9659258262890684,0.2588190451025203,False,True,False,False,False,False
1,9,18,1,1,0,0.74,0.697,0.66,0.1642,482,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,True,False,False,False,True,False
0,12,2,0,4,1,0.2,0.2273,0.51,0.1045,3,-2.4492935982947064e-16,1.0,0.49999999999999994,0.8660254037844387,True,False,False,False,False,False
1,8,9,0,4,1,0.72,0.6667,0.54,0.1045,337,-0.8660254037844385,-0.5000000000000004,0.7071067811865476,-0.7071067811865475,True,False,False,False,True,False
0,6,11,0,4,1,0.76,0.7273,0.66,0.2537,136,1.2246467991473532e-16,-1.0,0.258819045102521,-0.9659258262890682,False,False,True,False,True,False
0,10,17,1,1,0,0.66,0.6212,0.54,0.1045,459,-0.8660254037844386,0.5000000000000001,-0.9659258262890683,-0.25881904510252063,False,True,False,False,False,True
0,10,21,0,0,0,0.32,0.3485,0.66,0.0,79,-0.8660254037844386,0.5000000000000001,-0.7071067811865477,0.7071067811865474,True,False,False,False,False,True
0,11,5,0,0,0,0.42,0.4242,0.67,0.2836,4,-0.5000000000000004,0.8660254037844384,0.9659258262890683,0.25881904510252074,False,True,False,False,False,True
0,6,18,0,2,1,0.78,0.697,0.46,0.2836,551,1.2246467991473532e-16,-1.0,-1.0,-1.8369701987210297e-16,True,False,False,True,False,False
1,11,9,0,4,1,0.36,0.3636,0.57,0.1045,331,-0.5000000000000004,0.8660254037844384,0.7071067811865476,-0.7071067811865475,False,False,True,False,False,True
1,8,4,0,3,1,0.58,0.5455,0.83,0.1045,8,-0.8660254037844385,-0.5000000000000004,0.8660254037844386,0.5000000000000001,True,False,False,False,True,False
1,3,11,0,1,1,0.26,0.2727,0.56,0.1343,103,1.0,6.123233995736766e-17,0.258819045102521,-0.9659258262890682,False,True,False,False,False,False
0,4,8,0,1,1,0.46,0.4545,0.55,0.2985,339,0.8660254037844387,-0.4999999999999998,0.8660254037844387,-0.4999999999999998,False,True,False,True,False,False
0,4,18,0,0,0,0.64,0.6061,0.69,0.1642,270,0.8660254037844387,-0.4999999999999998,-1.0,-1.8369701987210297e-16,True,False,False,True,False,False
0,1,21,0,0,0,0.18,0.197,0.51,0.1642,28,0.49999999999999994,0.8660254037844387,-0.7071067811865477,0.7071067811865474,True,False,False,False,False,False
0,9,18,0,3,1,0.64,0.5758,0.89,0.0,237,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,False,False,True,False,True,False
0,12,23,0,2,1,0.38,0.3939,0.62,0.0,53,-2.4492935982947064e-16,1.0,-0.25881904510252157,0.9659258262890681,False,True,False,False,False,True
1,12,14,0,1,1,0.24,0.2576,0.87,0.1045,46,-2.4492935982947064e-16,1.0,-0.4999999999999997,-0.8660254037844388,False,False,True,False,False,False
0,12,7,0,4,1,0.32,0.3182,0.7,0.194,258,-2.4492935982947064e-16,1.0,0.9659258262890683,-0.25881904510252063,True,False,False,False,False,True
0,12,22,0,0,0,0.22,0.2727,0.55,0.0,43,-2.4492935982947064e-16,1.0,-0.5000000000000004,0.8660254037844384,True,False,False,False,False,True
1,11,8,0,2,1,0.34,0.3333,0.71,0.1343,665,-0.5000000000000004,0.8660254037844384,0.8660254037844387,-0.4999999999999998,True,False,False,False,False,True
1,12,5,0,4,1,0.22,0.2121,0.55,0.2836,32,-2.4492935982947064e-16,1.0,0.9659258262890683,0.25881904510252074,True,False,False,False,False,True
1,5,13,0,5,1,0.64,0.6061,0.73,0.0,278,0.49999999999999994,-0.8660254037844387,-0.2588190451025208,-0.9659258262890683,False,True,False,True,False,False
0,8,5,0,4,1,0.66,0.6061,0.83,0.4179,26,-0.8660254037844385,-0.5000000000000004,0.9659258262890683,0.25881904510252074,True,False,False,False,True,False
0,6,0,0,6,0,0.56,0.5303,0.52,0.0,93,1.2246467991473532e-16,-1.0,0.0,1.0,True,False,False,True,False,False
0,6,20,0,3,1,0.74,0.7121,0.74,0.1343,282,1.2246467991473532e-16,-1.0,-0.8660254037844386,0.5000000000000001,True,False,False,False,True,False
1,6,1,0,4,1,0.66,0.6212,0.54,0.0,25,1.2246467991473532e-16,-1.0,0.25881904510252074,0.9659258262890683,True,False,False,False,True,False
0,7,13,0,0,0,0.8,0.7727,0.59,0.2239,421,-0.4999999999999997,-0.8660254037844388,-0.2588190451025208,-0.9659258262890683,True,False,False,False,True,False
0,5,6,0,5,1,0.36,0.3636,0.81,0.0896,82,0.49999999999999994,-0.8660254037844387,1.0,6.123233995736766e-17,True,False,False,True,False,False
1,3,16,0,6,0,0.5,0.4848,0.63,0.2985,535,1.0,6.123233995736766e-17,-0.8660254037844385,-0.5000000000000004,False,True,False,True,False,False
1,9,4,0,1,1,0.5,0.4848,0.77,0.0,11,-1.0,-1.8369701987210297e-16,0.8660254037844386,0.5000000000000001,True,False,False,False,True,False
0,11,17,0,4,1,0.48,0.4697,0.55,0.0896,498,-0.5000000000000004,0.8660254037844384,-0.9659258262890683,-0.25881904510252063,True,False,False,False,False,True
1,4,11,0,2,1,0.6,0.6212,0.33,0.4179,239,0.8660254037844387,-0.4999999999999998,0.258819045102521,-0.9659258262890682,True,False,False,True,False,False
0,12,12,0,0,0,0.26,0.2576,0.6,0.2239,228,-2.4492935982947064e-16,1.0,1.2246467991473532e-16,-1.0,True,False,False,False,False,True
0,3,21,0,0,0,0.3,0.2879,0.56,0.2537,58,1.0,6.123233995736766e-17,-0.7071067811865477,0.7071067811865474,True,False,False,False,False,False
0,7,6,0,0,0,0.8,0.7879,0.63,0.0896,22,-0.4999999999999997,-0.8660254037844388,1.0,6.123233995736766e-17,False,True,False,False,True,False
1,10,11,0,5,1,0.56,0.5303,0.78,0.1642,290,-0.8660254037844386,0.5000000000000001,0.258819045102521,-0.9659258262890682,False,True,False,False,False,True
1,7,7,0,2,1,0.74,0.697,0.7,0.0,526,-0.4999999999999997,-0.8660254037844388,0.9659258262890683,-0.25881904510252063,False,True,False,False,True,False
1,12,11,0,4,1,0.34,0.3182,0.42,0.2537,189,-2.4492935982947064e-16,1.0,0.258819045102521,-0.9659258262890682,True,False,False,False,False,True
1,11,9,0,4,1,0.24,0.2879,0.6,0.0,299,-0.5000000000000004,0.8660254037844384,0.7071067811865476,-0.7071067811865475,True,False,False,False,False,True
0,2,22,0,4,1,0.12,0.197,0.39,0.0,51,0.8660254037844386,0.5000000000000001,-0.5000000000000004,0.8660254037844384,True,False,False,False,False,False
0,4,4,1,5,0,0.38,0.3939,0.82,0.0896,3,0.8660254037844387,-0.4999999999999998,0.8660254037844386,0.5000000000000001,True,False,False,True,False,False
0,4,23,0,6,0,0.38,0.3939,0.87,0.0896,57,0.8660254037844387,-0.4999999999999998,-0.25881904510252157,0.9659258262890681,False,True,False,True,False,False
0,5,8,1,1,0,0.66,0.5909,0.89,0.1045,94,0.49999999999999994,-0.8660254037844387,0.8660254037844387,-0.4999999999999998,False,True,False,True,False,False
1,5,2,0,2,1,0.68,0.6364,0.83,0.1343,8,0.49999999999999994,-0.8660254037844387,0.49999999999999994,0.8660254037844387,True,False,False,True,False,False
0,1,22,0,4,1,0.14,0.1212,0.46,0.3284,30,0.49999999999999994,0.8660254037844387,-0.5000000000000004,0.8660254037844384,True,False,False,False,False,False
0,9,18,0,2,1,0.7,0.6515,0.61,0.1642,539,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,True,False,False,False,True,False
1,11,3,0,1,1,0.36,0.3485,0.66,0.2239,2,-0.5000000000000004,0.8660254037844384,0.7071067811865476,0.7071067811865476,False,True,False,False,False,True
1,4,8,0,0,0,0.36,0.3636,0.76,0.0896,125,0.8660254037844387,-0.4999999999999998,0.8660254037844387,-0.4999999999999998,False,True,False,True,False,False
0,3,19,0,4,1,0.3,0.303,0.87,0.1343,130,1.0,6.123233995736766e-17,-0.9659258262890684,0.2588190451025203,False,True,False,True,False,False
1,4,6,0,3,1,0.5,0.4848,0.39,0.2836,134,0.8660254037844387,-0.4999999999999998,1.0,6.123233995736766e-17,False,True,False,True,False,False
0,8,4,0,2,1,0.66,0.6212,0.74,0.1045,10,-0.8660254037844385,-0.5000000000000004,0.8660254037844386,0.5000000000000001,True,False,False,False,True,False
1,4,23,0,1,1,0.44,0.4394,0.44,0.2985,67,0.8660254037844387,-0.4999999999999998,-0.25881904510252157,0.9659258262890681,True,False,False,True,False,False
1,9,8,0,6,0,0.56,0.5303,0.49,0.4179,212,-1.0,-1.8369701987210297e-16,0.8660254037844387,-0.4999999999999998,True,False,False,False,True,False
1,12,8,0,5,1,0.2,0.2273,0.69,0.0896,636,-2.4492935982947064e-16,1.0,0.8660254037844387,-0.4999999999999998,True,False,False,False,False,True
1,4,17,0,1,1,0.54,0.5152,0.32,0.4179,632,0.8660254037844387,-0.4999999999999998,-0.9659258262890683,-0.25881904510252063,True,False,False,True,False,False
0,8,18,0,2,1,0.86,0.7576,0.34,0.194,556,-0.8660254037844385,-0.5000000000000004,-1.0,-1.8369701987210297e-16,False,True,False,False,True,False
0,1,1,0,5,1,0.1,0.1212,0.54,0.1642,5,0.49999999999999994,0.8660254037844387,0.25881904510252074,0.9659258262890683,True,False,False,False,False,False
1,8,3,0,6,0,0.66,0.6212,0.69,0.0896,38,-0.8660254037844385,-0.5000000000000004,0.7071067811865476,0.7071067811865476,True,False,False,False,True,False
0,5,14,0,4,1,0.82,0.7727,0.52,0.2836,189,0.49999999999999994,-0.8660254037844387,-0.4999999999999997,-0.8660254037844388,True,False,False,True,False,False
0,4,16,0,3,1,0.7,0.6515,0.7,0.3881,218,0.8660254037844387,-0.4999999999999998,-0.8660254037844385,-0.5000000000000004,True,False,False,True,False,False
1,7,14,0,4,1,0.78,0.6818,0.33,0.2239,209,-0.4999999999999997,-0.8660254037844388,-0.4999999999999997,-0.8660254037844388,True,False,False,False,True,False
1,4,21,0,2,1,0.44,0.4394,0.3,0.4478,206,0.8660254037844387,-0.4999999999999998,-0.7071067811865477,0.7071067811865474,True,False,False,True,False,False
1,6,19,0,0,0,0.8,0.7121,0.38,0.2985,423,1.2246467991473532e-16,-1.0,-0.9659258262890684,0.2588190451025203,True,False,False,False,True,False
1,8,18,0,6,0,0.7,0.6667,0.74,0.2985,300,-0.8660254037844385,-0.5000000000000004,-1.0,-1.8369701987210297e-16,False,True,False,False,True,False
0,9,12,0,2,1,0.72,0.6667,0.58,0.2239,187,-1.0,-1.8369701987210297e-16,1.2246467991473532e-16,-1.0,True,False,False,False,True,False
1,11,9,0,1,1,0.3,0.2879,0.52,0.2836,257,-0.5000000000000004,0.8660254037844384,0.7071067811865476,-0.7071067811865475,False,True,False,False,False,True
1,11,11,0,0,0,0.26,0.2576,0.41,0.2239,204,-0.5000000000000004,0.8660254037844384,0.258819045102521,-0.9659258262890682,False,True,False,False,False,True
1,2,21,0,1,1,0.32,0.3182,0.57,0.1642,154,0.8660254037844386,0.5000000000000001,-0.7071067811865477,0.7071067811865474,True,False,False,False,False,False
0,2,21,0,6,0,0.26,0.2576,1.0,0.194,56,0.8660254037844386,0.5000000000000001,-0.7071067811865477,0.7071067811865474,True,False,False,False,False,False
1,1,23,0,2,1,0.1,0.0758,0.46,0.3881,18,0.49999999999999994,0.8660254037844387,-0.25881904510252157,0.9659258262890681,True,False,False,False,False,False
1,12,20,0,6,0,0.36,0.3485,0.57,0.194,201,-2.4492935982947064e-16,1.0,-0.8660254037844386,0.5000000000000001,False,True,False,False,False,True
1,2,22,0,6,0,0.24,0.197,0.38,0.4627,82,0.8660254037844386,0.5000000000000001,-0.5000000000000004,0.8660254037844384,True,False,False,False,False,False
0,11,0,1,5,0,0.34,0.3182,0.53,0.2537,66,-0.5000000000000004,0.8660254037844384,0.0,1.0,True,False,False,False,False,True
0,12,18,0,3,1,0.4,0.4091,0.94,0.2985,51,-2.4492935982947064e-16,1.0,-1.0,-1.8369701987210297e-16,False,False,True,False,False,True
0,1,16,0,0,0,0.2,0.1667,0.34,0.4478,92,0.49999999999999994,0.8660254037844387,-0.8660254037844385,-0.5000000000000004,True,False,False,False,False,False
1,1,20,0,2,1,0.4,0.4091,0.58,0.1045,238,0.49999999999999994,0.8660254037844387,-0.8660254037844386,0.5000000000000001,True,False,False,False,False,False
1,2,6,0,2,1,0.26,0.303,0.56,0.0,90,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,False,True,False,False,False,False
1,10,10,0,3,1,0.46,0.4545,0.67,0.0,228,-0.8660254037844386,0.5000000000000001,0.49999999999999994,-0.8660254037844387,False,True,False,False,False,True
0,6,10,0,0,0,0.7,0.6515,0.61,0.1045,244,1.2246467991473532e-16,-1.0,0.49999999999999994,-0.8660254037844387,False,True,False,True,False,False
1,1,10,0,5,1,0.24,0.197,0.44,0.4478,103,0.49999999999999994,0.8660254037844387,0.49999999999999994,-0.8660254037844387,True,False,False,False,False,False
0,7,3,0,2,1,0.68,0.6364,0.89,0.1343,4,-0.4999999999999997,-0.8660254037844388,0.7071067811865476,0.7071067811865476,True,False,False,False,True,False
0,3,5,0,2,1,0.4,0.4091,0.87,0.1343,12,1.0,6.123233995736766e-17,0.9659258262890683,0.25881904510252074,False,True,False,True,False,False
0,7,12,0,4,1,0.84,0.7727,0.41,0.0,171,-0.4999999999999997,-0.8660254037844388,1.2246467991473532e-16,-1.0,True,False,False,False,True,False
1,7,9,0,1,1,0.78,0.697,0.46,0.2537,295,-0.4999999999999997,-0.8660254037844388,0.7071067811865476,-0.7071067811865475,True,False,False,False,True,False
1,5,13,0,0,0,0.6,0.6061,0.64,0.0,565,0.49999999999999994,-0.8660254037844387,-0.2588190451025208,-0.9659258262890683,False,True,False,True,False,False
1,6,18,0,0,0,0.82,0.7273,0.38,0.2239,490,1.2246467991473532e-16,-1.0,-1.0,-1.8369701987210297e-16,True,False,False,True,False,False
1,6,23,0,6,0,0.6,0.6212,0.53,0.2985,183,1.2246467991473532e-16,-1.0,-0.25881904510252157,0.9659258262890681,True,False,False,True,False,False
0,5,15,0,2,1,0.7,0.6515,0.58,0.4478,154,0.49999999999999994,-0.8660254037844387,-0.7071067811865471,-0.7071067811865479,False,True,False,True,False,False
0,11,14,0,2,1,0.5,0.4848,0.48,0.2537,150,-0.5000000000000004,0.8660254037844384,-0.4999999999999997,-0.8660254037844388,True,False,False,False,False,True
1,5,0,0,6,0,0.6,0.5606,0.83,0.0,153,0.49999999999999994,-0.8660254037844387,0.0,1.0,True,False,False,True,False,False
1,2,19,0,1,1,0.36,0.3333,0.43,0.2537,291,0.8660254037844386,0.5000000000000001,-0.9659258262890684,0.2588190451025203,True,False,False,False,False,False
0,5,20,0,6,0,0.62,0.6061,0.61,0.0,248,0.49999999999999994,-0.8660254037844387,-0.8660254037844386,0.5000000000000001,True,False,False,True,False,False
1,11,0,0,2,1,0.52,0.5,0.83,0.2836,23,-0.5000000000000004,0.8660254037844384,0.0,1.0,False,True,False,False,False,True
0,1,11,0,2,1,0.22,0.2121,0.51,0.2985,57,0.49999999999999994,0.8660254037844387,0.258819045102521,-0.9659258262890682,True,False,False,False,False,False
0,6,18,0,3,1,0.8,0.7727,0.59,0.2537,513,1.2246467991473532e-16,-1.0,-1.0,-1.8369701987210297e-16,False,True,False,False,True,False
1,12,12,0,4,1,0.28,0.3182,0.41,0.0,235,-2.4492935982947064e-16,1.0,1.2246467991473532e-16,-1.0,True,False,False,False,False,True
0,10,16,0,2,1,0.56,0.5303,0.37,0.194,285,-0.8660254037844386,0.5000000000000001,-0.8660254037844385,-0.5000000000000004,True,False,False,False,False,True
0,1,13,0,5,1,0.2,0.1818,0.37,0.2836,73,0.49999999999999994,0.8660254037844387,-0.2588190451025208,-0.9659258262890683,False,True,False,False,False,False
0,12,0,0,0,0,0.2,0.2121,0.75,0.1343,71,-2.4492935982947064e-16,1.0,0.0,1.0,True,False,False,False,False,True
0,7,23,0,3,1,0.66,0.6061,0.83,0.2537,116,-0.4999999999999997,-0.8660254037844388,-0.25881904510252157,0.9659258262890681,True,False,False,False,True,False
0,10,10,0,0,0,0.42,0.4242,0.71,0.0896,289,-0.8660254037844386,0.5000000000000001,0.49999999999999994,-0.8660254037844387,True,False,False,False,False,True
0,6,20,0,4,1,0.74,0.6515,0.33,0.194,340,1.2246467991473532e-16,-1.0,-0.8660254037844386,0.5000000000000001,True,False,False,False,True,False
1,11,23,0,2,1,0.3,0.2879,0.56,0.2239,205,-0.5000000000000004,0.8660254037844384,-0.25881904510252157,0.9659258262890681,True,False,False,False,False,True
0,6,7,0,6,0,0.56,0.5303,0.56,0.0,87,1.2246467991473532e-16,-1.0,0.9659258262890683,-0.25881904510252063,True,False,False,True,False,False
0,11,9,0,4,1,0.34,0.303,0.61,0.3284,198,-0.5000000000000004,0.8660254037844384,0.7071067811865476,-0.7071067811865475,False,True,False,False,False,True
0,1,20,0,3,1,0.32,0.303,0.49,0.2985,76,0.49999999999999994,0.8660254037844387,-0.8660254037844386,0.5000000000000001,True,False,False,False,False,False
1,2,7,0,3,1,0.26,0.2727,0.81,0.1343,253,0.8660254037844386,0.5000000000000001,0.9659258262890683,-0.25881904510252063,False,True,False,False,False,False
0,4,0,0,3,1,0.6,0.5606,0.83,0.2239,27,0.8660254037844387,-0.4999999999999998,0.0,1.0,True,False,False,True,False,False
0,10,18,0,3,1,0.52,0.5,0.77,0.1642,453,-0.8660254037844386,0.5000000000000001,-1.0,-1.8369701987210297e-16,True,False,False,False,False,True
1,4,7,0,0,0,0.36,0.3485,0.71,0.1343,84,0.8660254037844387,-0.4999999999999998,0.9659258262890683,-0.25881904510252063,False,True,False,True,False,False
1,2,11,0,2,1,0.34,0.3182,0.36,0.2537,163,0.8660254037844386,0.5000000000000001,0.258819045102521,-0.9659258262890682,True,False,False,False,False,False
1,11,7,0,3,1,0.24,0.2121,0.65,0.2836,415,-0.5000000000000004,0.8660254037844384,0.9659258262890683,-0.25881904510252063,True,False,False,False,False,True
1,6,1,0,0,0,0.64,0.6061,0.73,0.1343,116,1.2246467991473532e-16,-1.0,0.25881904510252074,0.9659258262890683,True,False,False,True,False,False
0,9,10,0,1,1,0.68,0.6364,0.62,0.1642,129,-1.0,-1.8369701987210297e-16,0.49999999999999994,-0.8660254037844387,True,False,False,False,True,False
0,7,1,0,1,1,0.76,0.7424,0.75,0.0896,12,-0.4999999999999997,-0.8660254037844388,0.25881904510252074,0.9659258262890683,False,True,False,False,True,False
0,11,13,0,3,1,0.5,0.4848,0.51,0.1642,167,-0.5000000000000004,0.8660254037844384,-0.2588190451025208,-0.9659258262890683,True,False,False,False,False,True
1,7,5,0,5,1,0.7,0.6667,0.84,0.0,37,-0.4999999999999997,-0.8660254037844388,0.9659258262890683,0.25881904510252074,True,False,False,False,True,False
0,12,15,0,6,0,0.34,0.303,0.34,0.3582,299,-2.4492935982947064e-16,1.0,-0.7071067811865471,-0.7071067811865479,True,False,False,False,False,True
1,12,23,0,2,1,0.48,0.4697,0.67,0.2537,96,-2.4492935982947064e-16,1.0,-0.25881904510252157,0.9659258262890681,True,False,False,False,False,True
0,8,16,0,5,1,0.82,0.7121,0.28,0.0,334,-0.8660254037844385,-0.5000000000000004,-0.8660254037844385,-0.5000000000000004,True,False,False,False,True,False
1,2,3,0,6,0,0.24,0.2879,0.75,0.0,18,0.8660254037844386,0.5000000000000001,0.7071067811865476,0.7071067811865476,True,False,False,False,False,False
1,6,3,0,2,1,0.6,0.5758,0.78,0.1045,8,1.2246467991473532e-16,-1.0,0.7071067811865476,0.7071067811865476,False,True,False,True,False,False
1,4,7,0,0,0,0.5,0.4848,0.63,0.1045,46,0.8660254037844387,-0.4999999999999998,0.9659258262890683,-0.25881904510252063,True,False,False,True,False,False
0,2,16,0,4,1,0.38,0.3939,0.62,0.2836,71,0.8660254037844386,0.5000000000000001,-0.8660254037844385,-0.5000000000000004,False,False,True,False,False,False
1,3,11,0,0,0,0.4,0.4091,0.94,0.2537,323,1.0,6.123233995736766e-17,0.258819045102521,-0.9659258262890682,False,True,False,True,False,False
0,8,7,0,3,1,0.7,0.6515,0.58,0.0896,305,-0.8660254037844385,-0.5000000000000004,0.9659258262890683,-0.25881904510252063,True,False,False,False,True,False
1,2,5,0,4,1,0.4,0.4091,0.76,0.2239,32,0.8660254037844386,0.5000000000000001,0.9659258262890683,0.25881904510252074,True,False,False,False,False,False
0,6,6,0,6,0,0.7,0.6515,0.61,0.1343,40,1.2246467991473532e-16,-1.0,1.0,6.123233995736766e-17,True,False,False,True,False,False
0,1,14,0,6,0,0.22,0.2273,0.6,0.1343,99,0.49999999999999994,0.8660254037844387,-0.4999999999999997,-0.8660254037844388,False,True,False,False,False,False
0,11,12,0,3,1,0.46,0.4545,0.55,0.1642,189,-0.5000000000000004,0.8660254037844384,1.2246467991473532e-16,-1.0,True,False,False,False,False,True
1,7,0,0,4,1,0.74,0.697,0.66,0.0896,66,-0.4999999999999997,-0.8660254037844388,0.0,1.0,True,False,False,False,True,False
1,8,14,0,0,0,0.64,0.6061,0.73,0.0,149,-0.8660254037844385,-0.5000000000000004,-0.4999999999999997,-0.8660254037844388,False,False,True,False,True,False
1,6,2,0,6,0,0.64,0.5758,0.89,0.0,61,1.2246467991473532e-16,-1.0,0.49999999999999994,0.8660254037844387,False,True,False,False,True,False
1,7,2,0,2,1,0.72,0.6667,0.58,0.0,10,-0.4999999999999997,-0.8660254037844388,0.49999999999999994,0.8660254037844387,True,False,False,False,True,False
0,7,10,0,4,1,0.78,0.7424,0.62,0.0,101,-0.4999999999999997,-0.8660254037844388,0.49999999999999994,-0.8660254037844387,True,False,False,False,True,False
0,4,20,0,5,1,0.48,0.4697,0.48,0.2239,194,0.8660254037844387,-0.4999999999999998,-0.8660254037844386,0.5000000000000001,True,False,False,True,False,False
1,7,19,0,5,1,0.64,0.5758,0.83,0.2836,402,-0.4999999999999997,-0.8660254037844388,-0.9659258262890684,0.2588190451025203,False,True,False,False,True,False
